Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,PREVIOUS LOANS,Cred_length,DATE
878,21,10140,RENT,,HOMEIMPROVEMENT,1000,13.43,1,10.00%,N,4,13-12-2023
879,22,23000,MORTGAGE,1,EDUCATION,2400,9.63,0,10.00%,N,4,01-10-2024
880,21,23000,OTHER,0,EDUCATION,2400,12.21,0,10.00%,N,4,27-07-2025
881,23,10500,RENT,,MEDICAL,1000,10.25,1,10.00%,N,2,12-08-2025
882,22,11220,RENT,,MEDICAL,1000,12.99,0,9.00%,N,4,25-05-2025
883,22,11760,RENT,0,VENTURE,1000,13.98,0,9.00%,N,4,01-02-2025
884,23,11820,RENT,,DEBTCONSOLIDATION,1000,14.65,0,8.00%,N,3,25-10-2024
885,25,12000,RENT,0,EDUCATION,1000,10.65,0,8.00%,N,2,25-01-2023
886,21,12000,RENT,1,EDUCATION,1000,13.98,0,8.00%,N,2,10-12-2024
887,22,12000,RENT,0,PERSONAL,1000,13.57,1,8.00%,N,3,26-06-2023
888,22,12240,RENT,1,PERSONAL,1000,14.96,1,8.00%,Y,3,12-10-2023
889,24,13728,RENT,,DEBTCONSOLIDATION,1000,10,1,7.00%,N,4,04-03-2023
890,21,14400,RENT,1,VENTURE,1000,16.29,1,7.00%,N,4,29-09-2025
891,23,23040,OWN,0,VENTURE,2000,11.11,0,9.00%,N,3,23-10-2024
892,21,23040,OWN,1,VENTURE,5000,,0,22.00%,N,3,27-10-2024
893,22,14400,RENT,2,VENTURE,1000,16.69,1,7.00%,Y,3,05-06-2023
894,21,23040,OWN,0,EDUCATION,15000,8.94,0,65.00%,N,2,08-12-2025
895,22,15000,RENT,0,MEDICAL,1000,14.3,1,7.00%,Y,3,24-08-2025
896,21,16000,RENT,2,VENTURE,1000,15.65,1,6.00%,Y,3,28-04-2025
897,24,16800,RENT,,VENTURE,1000,11.49,0,6.00%,N,3,19-11-2024
898,22,16800,RENT,2,EDUCATION,1000,13.48,0,6.00%,Y,4,28-05-2023
899,24,19200,RENT,2,EDUCATION,1000,12.53,0,5.00%,N,4,08-12-2023
900,23,39600,RENT,5,EDUCATION,19000,10.62,1,48.00%,N,2,20-04-2024
901,22,39900,RENT,4,VENTURE,19000,12.18,1,48.00%,N,3,22-12-2025
902,25,47000,RENT,4,MEDICAL,19000,11.99,1,40.00%,N,2,14-07-2024
903,25,50000,RENT,2,HOMEIMPROVEMENT,19000,10.99,1,38.00%,N,4,23-11-2023
904,25,52000,RENT,5,MEDICAL,19000,,1,37.00%,N,4,16-09-2025
905,24,23500,MORTGAGE,2,DEBTCONSOLIDATION,7000,10.38,0,30.00%,N,3,03-08-2023
906,26,47500,RENT,10,PERSONAL,19000,16.7,1,40.00%,Y,4,10-03-2024
907,25,54000,RENT,8,DEBTCONSOLIDATION,19000,,1,35.00%,Y,4,09-08-2025
908,22,54000,RENT,6,VENTURE,19000,,1,35.00%,N,4,23-12-2024
909,23,54586,RENT,5,PERSONAL,19000,11.14,1,35.00%,N,2,01-02-2023
910,26,62004,RENT,5,MEDICAL,19000,7.49,1,31.00%,N,2,31-10-2024
911,22,70000,RENT,1,MEDICAL,19000,8.88,0,27.00%,N,4,12-10-2023
912,23,72000,RENT,3,MEDICAL,19000,10.99,0,26.00%,N,4,04-03-2024
913,24,73000,RENT,8,HOMEIMPROVEMENT,19000,10.62,0,26.00%,N,3,13-10-2023
914,23,78000,RENT,2,VENTURE,19000,8.9,0,24.00%,N,2,08-11-2025
915,25,23920,MORTGAGE,0,MEDICAL,6000,14.59,1,25.00%,Y,2,18-01-2023
916,22,23964,OWN,,VENTURE,2500,9.91,0,10.00%,N,2,07-02-2025
917,26,96000,RENT,6,PERSONAL,19000,13.22,0,20.00%,Y,2,12-08-2024
918,24,105000,RENT,2,HOMEIMPROVEMENT,19000,12.29,0,18.00%,Y,2,06-10-2025
919,24,175000,RENT,1,PERSONAL,19000,11.48,0,11.00%,N,3,13-07-2023
920,26,50000,RENT,10,PERSONAL,18950,,1,38.00%,N,3,16-05-2024
921,26,55000,RENT,7,DEBTCONSOLIDATION,18800,6.99,1,34.00%,N,2,14-09-2025
922,22,70000,RENT,2,DEBTCONSOLIDATION,18750,10.38,0,27.00%,N,2,24-04-2023
923,22,36500,RENT,0,VENTURE,18725,6.54,1,51.00%,N,3,04-08-2025
924,22,43000,RENT,4,DEBTCONSOLIDATION,18550,11.83,1,43.00%,N,4,10-04-2025
925,24,24000,OWN,0,VENTURE,7100,12.42,0,30.00%,N,3,13-07-2025
926,24,34300,RENT,4,MEDICAL,18500,10.71,1,54.00%,N,2,24-02-2023
927,21,36000,RENT,3,EDUCATION,18500,10.91,1,51.00%,N,3,10-03-2025
928,22,38000,RENT,2,MEDICAL,18500,7.66,1,49.00%,N,4,16-02-2025
929,25,55784,RENT,2,DEBTCONSOLIDATION,18500,13.61,1,33.00%,N,3,11-06-2023
930,23,74196,RENT,2,EDUCATION,18500,11.26,0,25.00%,N,3,28-03-2023
931,25,75000,RENT,0,EDUCATION,18500,7.49,0,25.00%,N,3,24-02-2023
932,24,73000,RENT,0,HOMEIMPROVEMENT,18500,7.9,1,25.00%,N,2,28-10-2025
933,22,24000,OWN,5,MEDICAL,8000,9.91,0,33.00%,N,2,12-04-2025
934,21,24000,MORTGAGE,0,VENTURE,3000,7.9,0,13.00%,N,4,09-11-2023
935,24,78000,RENT,1,VENTURE,18500,15.33,1,24.00%,N,2,28-01-2025
936,26,145000,RENT,3,EDUCATION,18500,12.87,0,13.00%,Y,3,18-03-2024
937,22,24000,MORTGAGE,5,EDUCATION,5000,7.9,0,21.00%,N,2,24-11-2023
938,22,48888,RENT,1,PERSONAL,18400,13.16,1,38.00%,N,2,13-12-2025
939,22,50000,RENT,2,DEBTCONSOLIDATION,18400,9.99,1,37.00%,N,2,30-01-2025
940,23,120000,RENT,7,PERSONAL,18400,8.9,0,15.00%,N,2,01-08-2024
941,22,24000,MORTGAGE,1,VENTURE,5000,14.65,1,21.00%,N,4,10-12-2025
942,25,24000,MORTGAGE,0,DEBTCONSOLIDATION,6000,13.49,0,25.00%,Y,3,03-10-2025
943,22,34000,RENT,0,VENTURE,18250,10.25,1,54.00%,N,3,06-04-2023
944,24,35004,RENT,3,PERSONAL,18250,11.49,1,52.00%,N,4,24-03-2025
945,25,34500,RENT,1,VENTURE,18250,17.04,1,53.00%,N,3,05-05-2024
946,23,42504,RENT,0,MEDICAL,18250,10.25,1,43.00%,N,3,27-03-2024
947,22,24000,MORTGAGE,4,VENTURE,1300,5.42,0,5.00%,N,3,14-06-2023
948,22,36996,RENT,2,PERSONAL,18250,14.61,1,49.00%,Y,2,01-07-2023
949,24,45600,RENT,2,VENTURE,18250,13.35,1,40.00%,N,4,13-04-2024
950,25,24000,MORTGAGE,,DEBTCONSOLIDATION,5800,5.99,0,24.00%,N,3,28-06-2025
951,23,46000,RENT,6,PERSONAL,18250,10.75,1,40.00%,N,2,04-01-2025
952,25,46000,RENT,8,DEBTCONSOLIDATION,18250,14.26,1,40.00%,N,3,02-04-2025
953,25,55044,RENT,4,VENTURE,18250,17.56,1,33.00%,N,2,01-08-2025
954,25,49200,RENT,,VENTURE,18250,14.83,1,37.00%,N,3,07-01-2023
955,22,50000,RENT,6,DEBTCONSOLIDATION,18250,16.7,1,36.00%,Y,3,26-11-2023
956,23,50000,RENT,4,VENTURE,18225,10.74,1,36.00%,N,2,13-02-2025
957,26,44000,RENT,0,HOMEIMPROVEMENT,18225,14.91,1,41.00%,N,4,31-05-2023
958,24,36000,RENT,4,VENTURE,18200,8.88,1,51.00%,N,4,27-05-2023
959,25,36400,RENT,2,PERSONAL,18200,9.91,1,50.00%,N,4,03-07-2025
960,22,36000,RENT,6,DEBTCONSOLIDATION,18200,11.71,1,51.00%,N,3,30-11-2024
961,24,55000,RENT,4,EDUCATION,18200,10.99,1,33.00%,N,2,23-03-2023
962,23,27000,RENT,2,VENTURE,18000,11.54,1,67.00%,Y,4,28-05-2024
963,23,24000,OWN,2,EDUCATION,8000,15.62,0,33.00%,N,2,25-03-2025
964,23,33000,RENT,4,VENTURE,18000,9.91,1,55.00%,N,4,09-12-2024
965,21,36000,RENT,,PERSONAL,18000,9.88,1,50.00%,N,3,15-01-2025
966,21,30720,RENT,5,EDUCATION,18000,13.48,1,59.00%,Y,4,19-10-2025
967,23,39996,RENT,2,EDUCATION,18000,9.25,1,45.00%,N,4,07-12-2024
968,25,40000,RENT,2,MEDICAL,18000,13.11,1,45.00%,Y,3,15-04-2024
969,22,24000,MORTGAGE,2,DEBTCONSOLIDATION,5000,10.99,0,21.00%,N,4,31-01-2024
970,25,42000,RENT,3,VENTURE,18000,6.17,1,43.00%,N,2,18-09-2023
971,24,24000,MORTGAGE,3,MEDICAL,8000,5.99,0,33.00%,N,4,15-03-2025
972,24,24000,OWN,1,EDUCATION,2400,7.49,0,10.00%,N,2,22-07-2025
973,24,42765,RENT,9,DEBTCONSOLIDATION,18000,11.03,1,42.00%,Y,2,23-06-2025
974,24,43000,RENT,9,MEDICAL,18000,7.9,1,42.00%,N,2,12-12-2025
975,22,44000,RENT,7,EDUCATION,18000,13.57,1,41.00%,Y,4,28-07-2025
976,24,44000,RENT,6,VENTURE,18000,12.18,1,41.00%,N,2,03-05-2025
977,25,39000,RENT,3,MEDICAL,18000,17.19,1,46.00%,N,3,15-08-2024
978,22,46800,RENT,6,MEDICAL,18000,15.23,1,38.00%,Y,2,14-12-2024
979,22,48000,RENT,5,EDUCATION,18000,,1,38.00%,N,2,23-09-2024
980,24,42000,RENT,8,HOMEIMPROVEMENT,18000,14.46,1,43.00%,Y,3,28-02-2023
981,24,24000,OWN,5,VENTURE,4200,6.99,0,17.00%,N,3,08-05-2023
982,24,43400,RENT,2,DEBTCONSOLIDATION,18000,16.63,1,41.00%,Y,2,05-01-2025
983,24,50000,RENT,1,MEDICAL,18000,12.42,1,36.00%,N,4,21-12-2024
984,24,50000,RENT,4,VENTURE,18000,7.9,1,36.00%,N,4,09-06-2024
985,23,24000,MORTGAGE,2,MEDICAL,5000,15.99,1,21.00%,Y,2,04-06-2024
986,23,24000,OWN,,PERSONAL,4200,10.99,0,17.00%,N,4,05-07-2024
987,26,50000,RENT,5,EDUCATION,18000,13.11,1,36.00%,N,3,25-08-2023
988,22,50000,RENT,6,VENTURE,18000,13.79,1,36.00%,N,2,08-05-2024
989,22,24000,OWN,3,EDUCATION,2500,10.59,0,10.00%,N,2,04-01-2023
990,22,52000,RENT,6,EDUCATION,18000,,1,35.00%,N,4,27-10-2024
991,22,24000,OWN,1,MEDICAL,6000,12.68,0,25.00%,Y,4,17-03-2024
992,25,52000,RENT,2,VENTURE,18000,12.98,1,35.00%,N,4,29-01-2023
993,22,52000,RENT,1,VENTURE,18000,13.85,1,35.00%,Y,4,01-09-2024
994,25,52526,RENT,9,VENTURE,18000,12.21,1,34.00%,N,2,15-03-2025
995,22,46610,RENT,6,DEBTCONSOLIDATION,18000,10.71,1,39.00%,N,3,16-03-2023
996,24,48000,RENT,5,PERSONAL,18000,6.54,1,38.00%,N,2,17-04-2025
997,23,24000,OWN,0,PERSONAL,8000,5.79,0,33.00%,N,3,08-05-2023
998,25,55000,RENT,2,EDUCATION,18000,12.84,1,33.00%,N,2,11-02-2023
999,25,55344,RENT,2,HOMEIMPROVEMENT,18000,10.99,1,33.00%,N,4,10-02-2023
